From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_002897070.1	F0I329	unreviewed	F0I329_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK72	289
WP_002897070.1	F0I658	unreviewed	F0I658_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK115	289
WP_002897070.1	F0IKZ1	unreviewed	F0IKZ1_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK150	289
WP_002897070.1	F0FC14	unreviewed	F0FC14_STRSA	Branched-chain amino acid ABC transporter, permease protein	Streptococcus sanguinis SK353	289
WP_002897070.1	F3UTR5	unreviewed	F3UTR5_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK355	289
WP_002897070.1	F0FT63	unreviewed	F0FT63_STRSA	Branched-chain amino acid ABC transporter, permease protein	Streptococcus sanguinis SK678	289
WP_002897070.1	F3U8Z4	unreviewed	F3U8Z4_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK1056	289
WP_002897070.1	F2BQB6	unreviewed	F2BQB6_STRSA	Branched-chain amino acid ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK1057	289
WP_002897070.1	J4XJN3	unreviewed	J4XJN3_9STRE	Branched-chain amino acid ABC transporter, permease protein	Streptococcus sp. AS14	289
WP_002897081.1	A0A0B7GMG6	unreviewed	A0A0B7GMG6_STRSA	Uncharacterized protein	Streptococcus sanguinis	176
WP_002897081.1	F0I317	unreviewed	F0I317_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	176
WP_002897081.1	F0FC27	unreviewed	F0FC27_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	176
WP_002897096.1	A0A2X3XKW6	unreviewed	A0A2X3XKW6_STRSA	Uncharacterized protein	Streptococcus sanguinis	175
WP_002897096.1	A3CPG8	unreviewed	A3CPG8_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	175
WP_002897096.1	F0FC41	unreviewed	F0FC41_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	175
WP_002897134.1	A0A3R9HLT3	unreviewed	A0A3R9HLT3_STRSA	Uncharacterized protein	Streptococcus sanguinis	140
WP_002897134.1	A3CPC2	unreviewed	A3CPC2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	140
WP_002897134.1	F0FC80	unreviewed	F0FC80_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	140
WP_002897135.1	A0A3R9NV77	unreviewed	A0A3R9NV77_STRSA	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis	230
WP_002897135.1	A3CPC1	unreviewed	A3CPC1_STRSV	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis (strain SK36)	230
WP_002897135.1	F0I2U9	unreviewed	F0I2U9_STRSA	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis SK72	230
WP_002897135.1	F0I5M1	unreviewed	F0I5M1_STRSA	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis SK115	230
WP_002897135.1	F0IW80	unreviewed	F0IW80_STRSA	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis SK160	230
WP_002897135.1	F0FC81	unreviewed	F0FC81_STRSA	Adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Streptococcus sanguinis SK353	230
WP_002897142.1	A0A0B7GPV0	unreviewed	A0A0B7GPV0_STRSA	Zinc-ribbon domain-containing protein	Streptococcus sanguinis	78
WP_002897142.1	A3CPB3	unreviewed	A3CPB3_STRSV	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis (strain SK36)	78
WP_002897142.1	F0I2U1	unreviewed	F0I2U1_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK72	78
WP_002897142.1	F0I5M4	unreviewed	F0I5M4_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK115	78
WP_002897142.1	F0IL73	unreviewed	F0IL73_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK150	78
WP_002897142.1	F0IW76	unreviewed	F0IW76_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK160	78
WP_002897142.1	F2C545	unreviewed	F2C545_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK330	78
WP_002897142.1	F0FC89	unreviewed	F0FC89_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK353	78
WP_002897142.1	F2CB60	unreviewed	F2CB60_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK408	78
WP_002897142.1	F0FSY1	unreviewed	F0FSY1_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK678	78
WP_002897142.1	F3SGD4	unreviewed	F3SGD4_STRSA	zinc_ribbon_15 domain-containing protein	Streptococcus sanguinis SK1087	78
WP_002897142.1	J4Q5N3	unreviewed	J4Q5N3_9STRE	zinc_ribbon_15 domain-containing protein	Streptococcus sp. AS14	78
WP_002897148.1	A0A0B7GRZ2	unreviewed	A0A0B7GRZ2_STRSA	DUF3397 domain-containing protein (Membrane protein)	Streptococcus sanguinis	115
WP_002897148.1	A3CPA7	unreviewed	A3CPA7_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	115
WP_002897148.1	F3UYT8	unreviewed	F3UYT8_STRSA	Integral membrane protein	Streptococcus sanguinis SK49	115
WP_002897148.1	F0I2T4	unreviewed	F0I2T4_STRSA	Integral membrane protein	Streptococcus sanguinis SK72	115
WP_002897148.1	F0I5N0	unreviewed	F0I5N0_STRSA	Integral membrane protein	Streptococcus sanguinis SK115	115
WP_002897148.1	F0IL79	unreviewed	F0IL79_STRSA	Integral membrane protein	Streptococcus sanguinis SK150	115
WP_002897148.1	F0IW70	unreviewed	F0IW70_STRSA	Integral membrane protein	Streptococcus sanguinis SK160	115
WP_002897148.1	F2C551	unreviewed	F2C551_STRSA	Integral membrane protein	Streptococcus sanguinis SK330	115
WP_002897148.1	F0FC95	unreviewed	F0FC95_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	115
WP_002897148.1	F3UTH2	unreviewed	F3UTH2_STRSA	Integral membrane protein	Streptococcus sanguinis SK355	115
WP_002897148.1	F2CB66	unreviewed	F2CB66_STRSA	Integral membrane protein	Streptococcus sanguinis SK408	115
WP_002897148.1	F0FSX5	unreviewed	F0FSX5_STRSA	Uncharacterized protein	Streptococcus sanguinis SK678	115
WP_002897148.1	F3U982	unreviewed	F3U982_STRSA	Integral membrane protein	Streptococcus sanguinis SK1056	115
WP_002897148.1	F2BQJ6	unreviewed	F2BQJ6_STRSA	Integral membrane protein	Streptococcus sanguinis SK1057	115
WP_002897148.1	F3SGE0	unreviewed	F3SGE0_STRSA	Integral membrane protein	Streptococcus sanguinis SK1087	115
WP_002897148.1	J4J1L5	unreviewed	J4J1L5_9STRE	PF11877 family protein	Streptococcus sp. AS14	115
WP_002897212.1	A0A3R9IPK7	unreviewed	A0A3R9IPK7_STRSA	Putative permease	Streptococcus sanguinis	301
WP_002897212.1	A3CP39	unreviewed	A3CP39_STRSV	Permease, putative	Streptococcus sanguinis (strain SK36)	301
WP_002897212.1	F0I2L6	unreviewed	F0I2L6_STRSA	ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK72	301
WP_002897212.1	F0FCG2	unreviewed	F0FCG2_STRSA	Putative permease	Streptococcus sanguinis SK353	301
WP_002897212.1	F2BR19	unreviewed	F2BR19_STRSA	ABC superfamily ATP binding cassette transporter, membrane protein	Streptococcus sanguinis SK1057	301
WP_002897213.1	A0A3R9H7N1	unreviewed	A0A3R9H7N1_STRSA	Uncharacterized protein	Streptococcus sanguinis	45
WP_002897213.1	A3CP38	unreviewed	A3CP38_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	45
WP_002897213.1	F0I2L5	unreviewed	F0I2L5_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	45
WP_002897213.1	F0I5V6	unreviewed	F0I5V6_STRSA	Uncharacterized protein	Streptococcus sanguinis SK115	45
WP_002897213.1	F0IVZ3	unreviewed	F0IVZ3_STRSA	Uncharacterized protein	Streptococcus sanguinis SK160	45
WP_002897213.1	F0FCG3	unreviewed	F0FCG3_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	45
WP_002897213.1	F2CBK2	unreviewed	F2CBK2_STRSA	Uncharacterized protein	Streptococcus sanguinis SK408	45
WP_002897213.1	F0FUK2	unreviewed	F0FUK2_STRSA	Uncharacterized protein	Streptococcus sanguinis SK678	45
WP_002897213.1	F3U9F7	unreviewed	F3U9F7_STRSA	Uncharacterized protein	Streptococcus sanguinis SK1056	45
WP_002897213.1	F2BR20	unreviewed	F2BR20_STRSA	Uncharacterized protein	Streptococcus sanguinis SK1057	45
WP_002897213.1	F3SGL4	unreviewed	F3SGL4_STRSA	Uncharacterized protein	Streptococcus sanguinis SK1087	45
WP_002897213.1	J4NQC4	unreviewed	J4NQC4_9STRE	Uncharacterized protein	Streptococcus sp. AS14	45
WP_002897214.1	A0A427ZVJ7	unreviewed	A0A427ZVJ7_STRSA	30S ribosomal protein S1	Streptococcus sanguinis	710
WP_002897214.1	A3CP37	unreviewed	A3CP37_STRSV	Transcriptional accessory ribonuclease (YqgFc, S1), putative	Streptococcus sanguinis (strain SK36)	710
WP_002897214.1	F0FCG4	unreviewed	F0FCG4_STRSA	Tex-like protein N-terminal domain protein	Streptococcus sanguinis SK353	710
WP_002897215.1	A0A3R9HIJ5	unreviewed	A0A3R9HIJ5_STRSA	Protein SprT-like	Streptococcus sanguinis	145
WP_002897215.1	A3CP36	reviewed	SPRTL_STRSV	Protein SprT-like	Streptococcus sanguinis (strain SK36)	145
WP_002897215.1	F0FCG5	unreviewed	F0FCG5_STRSA	Protein SprT-like	Streptococcus sanguinis SK353	145
WP_002897226.1	A0A3P1S5N2	unreviewed	A0A3P1S5N2_STRSA	Uncharacterized protein	Streptococcus sanguinis	118
WP_002897226.1	A3CP25	unreviewed	A3CP25_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	118
WP_002897226.1	F3UYK6	unreviewed	F3UYK6_STRSA	Uncharacterized protein	Streptococcus sanguinis SK49	118
WP_002897226.1	F0I2K1	unreviewed	F0I2K1_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	118
WP_002897226.1	F0FCH6	unreviewed	F0FCH6_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	118
WP_002897226.1	F0FUI9	unreviewed	F0FUI9_STRSA	Uncharacterized protein	Streptococcus sanguinis SK678	118
WP_002897227.1	A0A0B7GR50	unreviewed	A0A0B7GR50_STRSA	Bacterial seryl-tRNA synthetase related protein	Streptococcus sanguinis	70
WP_002897227.1	A3CP24	unreviewed	A3CP24_STRSV	Conserved uncharacterized protein	Streptococcus sanguinis (strain SK36)	70
WP_002897227.1	F0I2K0	unreviewed	F0I2K0_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK72	70
WP_002897227.1	F0I5X0	unreviewed	F0I5X0_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK115	70
WP_002897227.1	F0ILG2	unreviewed	F0ILG2_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK150	70
WP_002897227.1	F0IVX9	unreviewed	F0IVX9_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK160	70
WP_002897227.1	F2C5E6	unreviewed	F2C5E6_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK330	70
WP_002897227.1	F0FCH7	unreviewed	F0FCH7_STRSA	PC4 domain-containing protein	Streptococcus sanguinis SK353	70
WP_002897227.1	F3UT91	unreviewed	F3UT91_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK355	70
WP_002897227.1	F2CBL6	unreviewed	F2CBL6_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK408	70
WP_002897227.1	F0FUI8	unreviewed	F0FUI8_STRSA	PC4 domain-containing protein	Streptococcus sanguinis SK678	70
WP_002897227.1	F3U9H3	unreviewed	F3U9H3_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK1056	70
WP_002897227.1	F3SGM8	unreviewed	F3SGM8_STRSA	Seryl-tRNA synthetase family protein (EC 6.1.1.11)	Streptococcus sanguinis SK1087	70
WP_002897227.1	J4XEK7	unreviewed	J4XEK7_9STRE	PF09901 family protein	Streptococcus sp. AS14	70
WP_002897234.1	A3CP16	unreviewed	A3CP16_STRSV	Phosphoglycerate mutase, putative (EC 5.4.2.-)	Streptococcus sanguinis (strain SK36)	211
WP_002897234.1	F0FCI5	unreviewed	F0FCI5_STRSA	Phosphoglycerate mutase family protein (EC 5.4.2.-)	Streptococcus sanguinis SK353	211
WP_002897235.1	A3CP15	unreviewed	A3CP15_STRSV	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Streptococcus sanguinis (strain SK36)	161
WP_002897235.1	F0FCI6	unreviewed	F0FCI6_STRSA	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Streptococcus sanguinis SK353	161
WP_002897255.1	A0A2X4AHR3	unreviewed	A0A2X4AHR3_STRSA	30S ribosomal protein S15	Streptococcus sanguinis	145
WP_002897255.1	A3CNZ1	unreviewed	A3CNZ1_STRSV	Conserved uncharacterized protein (Contains LysM, Lysin motif)	Streptococcus sanguinis (strain SK36)	145
WP_002897255.1	F3UWQ0	unreviewed	F3UWQ0_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK49	145
WP_002897255.1	F0I2G5	unreviewed	F0I2G5_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK72	145
WP_002897255.1	F0ILJ7	unreviewed	F0ILJ7_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK150	145
WP_002897255.1	F0FCL2	unreviewed	F0FCL2_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK353	145
WP_002897255.1	F2BQR4	unreviewed	F2BQR4_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK1057	145
WP_002897255.1	F3SGT3	unreviewed	F3SGT3_STRSA	LysM domain-containing protein	Streptococcus sanguinis SK1087	145
WP_002897261.1	A0A3R9HU54	unreviewed	A0A3R9HU54_STRSA	GNAT family N-acetyltransferase (Ribosomal-protein-serine acetyltransferase (EC 2.3.1.-))	Streptococcus sanguinis	183
WP_002897261.1	A3CNY2	unreviewed	A3CNY2_STRSV	N-acetyltransferase domain-containing protein	Streptococcus sanguinis (strain SK36)	183
WP_002897261.1	F0I2F6	unreviewed	F0I2F6_STRSA	GNAT family acetyltransferase	Streptococcus sanguinis SK72	183
WP_002897261.1	F0I613	unreviewed	F0I613_STRSA	GNAT family acetyltransferase	Streptococcus sanguinis SK115	183
WP_002897261.1	F0ILK6	unreviewed	F0ILK6_STRSA	GNAT family acetyltransferase	Streptococcus sanguinis SK150	183
WP_002897261.1	F0FCM1	unreviewed	F0FCM1_STRSA	Acetyltransferase, GNAT family	Streptococcus sanguinis SK353	183
WP_002897261.1	F3UT42	unreviewed	F3UT42_STRSA	GNAT family acetyltransferase	Streptococcus sanguinis SK355	183
WP_002897261.1	F0FUE6	unreviewed	F0FUE6_STRSA	Acetyltransferase, GNAT family	Streptococcus sanguinis SK678	183
WP_002897261.1	F2BR48	unreviewed	F2BR48_STRSA	GNAT family acetyltransferase	Streptococcus sanguinis SK1057	183
WP_002897341.1	A0A0B7GLL3	unreviewed	A0A0B7GLL3_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis	170
WP_002897341.1	A3CNR3	reviewed	APT_STRSV	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis (strain SK36)	170
WP_002897341.1	F3UX49	unreviewed	F3UX49_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis SK49	170
WP_002897341.1	F0I1H7	unreviewed	F0I1H7_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis SK72	170
WP_002897341.1	F0ILT1	unreviewed	F0ILT1_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis SK150	170
WP_002897341.1	F0FBM2	unreviewed	F0FBM2_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis SK353	170
WP_002897341.1	F0FU58	unreviewed	F0FU58_STRSA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sanguinis SK678	170
WP_002897341.1	J4X8P7	unreviewed	J4X8P7_9STRE	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Streptococcus sp. AS14	170
WP_002897353.1	A3CNP9	unreviewed	A3CNP9_STRSV	Histone acetyltransferase HPA2, putative	Streptococcus sanguinis (strain SK36)	286
WP_002897353.1	F0FBN5	unreviewed	F0FBN5_STRSA	N-acetyltransferase domain-containing protein	Streptococcus sanguinis SK353	286
WP_002897401.1	A0A0B7GQK9	unreviewed	A0A0B7GQK9_STRSA	Alkylphosphonate utilization protein (PhnA protein) (Protein PhnA)	Streptococcus sanguinis	112
WP_002897401.1	F3UXA0	unreviewed	F3UXA0_STRSA	Alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK49	112
WP_002897401.1	F0I1B1	unreviewed	F0I1B1_STRSA	Alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK72	112
WP_002897401.1	F0I6T2	unreviewed	F0I6T2_STRSA	Alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK115	112
WP_002897401.1	F0IVE3	unreviewed	F0IVE3_STRSA	Alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK160	112
WP_002897401.1	F0FCV9	unreviewed	F0FCV9_STRSA	Putative alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK353	112
WP_002897401.1	F3USS1	unreviewed	F3USS1_STRSA	Alkylphosphonate utilization operon protein PhnA	Streptococcus sanguinis SK355	112
WP_002897401.1	J4Q4P1	unreviewed	J4Q4P1_9STRE	Putative alkylphosphonate utilization operon protein PhnA	Streptococcus sp. AS14	112
WP_002897456.1	F0I162	unreviewed	F0I162_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	77
WP_002897456.1	F0FD13	unreviewed	F0FD13_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	77
WP_002897457.1	A3CND4	unreviewed	A3CND4_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	160
WP_002897457.1	F0I161	unreviewed	F0I161_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	160
WP_002897457.1	F0FD14	unreviewed	F0FD14_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	160
WP_002897459.1	A3CND3	unreviewed	A3CND3_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	160
WP_002897459.1	F0I160	unreviewed	F0I160_STRSA	Uncharacterized protein	Streptococcus sanguinis SK72	160
WP_002897459.1	F0FD15	unreviewed	F0FD15_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	160
WP_002897461.1	A3CND2	unreviewed	A3CND2_STRSV	Uncharacterized protein	Streptococcus sanguinis (strain SK36)	161
WP_002897461.1	F0FD16	unreviewed	F0FD16_STRSA	Uncharacterized protein	Streptococcus sanguinis SK353	161
WP_002897469.1	A0A3R9INA6	unreviewed	A0A3R9INA6_STRSA	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Streptococcus sanguinis	246
WP_002897469.1	A3CNC3	unreviewed	A3CNC3_STRSV	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Streptococcus sanguinis (strain SK36)	246
WP_002897469.1	F0FD25	unreviewed	F0FD25_STRSA	Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	Streptococcus sanguinis SK353	246
WP_002897579.1	A0A427ZTT9	unreviewed	A0A427ZTT9_STRSA	Lysozyme family protein	Streptococcus sanguinis	200
WP_002897579.1	A3CN10	unreviewed	A3CN10_STRSV	PvaA-like protein, putative	Streptococcus sanguinis (strain SK36)	200
WP_002897579.1	F0FDD5	unreviewed	F0FDD5_STRSA	Putative pneumococcal vaccine antigen A	Streptococcus sanguinis SK353	200
WP_002897583.1	A3CN06	unreviewed	A3CN06_STRSV	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Streptococcus sanguinis (strain SK36)	276
WP_002897583.1	F0FDD9	unreviewed	F0FDD9_STRSA	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Streptococcus sanguinis SK353	276
WP_002897584.1	A3CN05	reviewed	RF1_STRSV	Peptide chain release factor 1 (RF-1)	Streptococcus sanguinis (strain SK36)	359
WP_002897584.1	F0FDE0	unreviewed	F0FDE0_STRSA	Peptide chain release factor 1 (RF-1)	Streptococcus sanguinis SK353	359
WP_002897584.1	F0FTH7	unreviewed	F0FTH7_STRSA	Peptide chain release factor 1 (RF-1)	Streptococcus sanguinis SK678	359
WP_002897586.1	A0A0B7GKY0	unreviewed	A0A0B7GKY0_STRSA	Thymidine kinase (EC 2.7.1.21)	Streptococcus sanguinis	190
WP_002897586.1	A3CN04	unreviewed	A3CN04_STRSV	Thymidine kinase (EC 2.7.1.21)	Streptococcus sanguinis (strain SK36)	190
WP_002897586.1	F0FDE1	unreviewed	F0FDE1_STRSA	Thymidine kinase (EC 2.7.1.21)	Streptococcus sanguinis SK353	190
WP_002897586.1	F2BS41	unreviewed	F2BS41_STRSA	Thymidine kinase (EC 2.7.1.21)	Streptococcus sanguinis SK1057	190
WP_002897588.1	A0A0B7GNI2	unreviewed	A0A0B7GNI2_STRSA	2-hydroxymuconate tautomerase (EC 5.3.2.6) (4-oxalocrotonate tautomerase) (Probable tautomerase (EC 5.3.2.-))	Streptococcus sanguinis	60
WP_002897588.1	A3CN03	unreviewed	A3CN03_STRSV	Tautomerase, putative (EC 5.3.2.-)	Streptococcus sanguinis (strain SK36)	60
WP_002897588.1	F3UXU1	unreviewed	F3UXU1_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK49	60
WP_002897588.1	F0I1Z7	unreviewed	F0I1Z7_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK72	60
WP_002897588.1	F0I7M3	unreviewed	F0I7M3_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK115	60
WP_002897588.1	F0IMG5	unreviewed	F0IMG5_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK150	60
WP_002897588.1	F2C668	unreviewed	F2C668_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK330	60
WP_002897588.1	F0FDE2	unreviewed	F0FDE2_STRSA	4-oxalocrotonate tautomerase family enzyme (EC 5.3.2.-)	Streptococcus sanguinis SK353	60
WP_002897588.1	F3US79	unreviewed	F3US79_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK355	60
WP_002897588.1	F2CCV0	unreviewed	F2CCV0_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK408	60
WP_002897588.1	F0FTH5	unreviewed	F0FTH5_STRSA	4-oxalocrotonate tautomerase family enzyme (EC 5.3.2.-)	Streptococcus sanguinis SK678	60
WP_002897588.1	F2BS42	unreviewed	F2BS42_STRSA	4-oxalocrotonate tautomerase (EC 5.3.2.-)	Streptococcus sanguinis SK1057	60
WP_002897598.1	A3CMZ4	unreviewed	A3CMZ4_STRSV	Pyruvate dehydrogenase E1 component beta subunit, putative (EC 1.1.1.-, EC 1.2.4.1)	Streptococcus sanguinis (strain SK36)	343
WP_002897598.1	F0FDF2	unreviewed	F0FDF2_STRSA	Transketolase, pyridine binding domain protein (EC 1.1.1.-)	Streptococcus sanguinis SK353	343
WP_002897599.1	A0A5A7ZU46	unreviewed	A0A5A7ZU46_STRSA	Thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	Streptococcus sanguinis	357
WP_002897599.1	A3CMZ3	unreviewed	A3CMZ3_STRSV	Pyruvate dehydrogenase, TPP-dependent E1 component alpha-subunit, putative (EC 1.2.4.1)	Streptococcus sanguinis (strain SK36)	357
WP_002897599.1	F0IUV3	unreviewed	F0IUV3_STRSA	Acetoin dehydrogenase E1 component subunit alpha (EC 1.1.1.-)	Streptococcus sanguinis SK160	357
WP_002897599.1	F0FDF3	unreviewed	F0FDF3_STRSA	Dehydrogenase E1 component (EC 1.1.1.-)	Streptococcus sanguinis SK353	357
WP_002897644.1	A0A3R9GYZ0	unreviewed	A0A3R9GYZ0_STRSA	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Streptococcus sanguinis	255
WP_002897644.1	A3CMU3	reviewed	DAPB_STRSV	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Streptococcus sanguinis (strain SK36)	255
WP_002897644.1	F0I1U8	unreviewed	F0I1U8_STRSA	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Streptococcus sanguinis SK72	255
WP_002897644.1	F0FDK0	unreviewed	F0FDK0_STRSA	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Streptococcus sanguinis SK353	255
WP_002897644.1	F2CDD1	unreviewed	F2CDD1_STRSA	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Streptococcus sanguinis SK408	255
WP_002897645.1	A0A3R9GMI6	unreviewed	A0A3R9GMI6_STRSA	DegV domain-containing protein (DegV family protein)	Streptococcus sanguinis	282
WP_002897645.1	A3CMU2	unreviewed	A3CMU2_STRSV	Conserved uncharacterized protein	Streptococcus sanguinis (strain SK36)	282
WP_002897645.1	F0I1U7	unreviewed	F0I1U7_STRSA	DegV family protein	Streptococcus sanguinis SK72	282
WP_002897645.1	F0FDK1	unreviewed	F0FDK1_STRSA	EDD domain protein, DegV family	Streptococcus sanguinis SK353	282
WP_002897645.1	F2CDD2	unreviewed	F2CDD2_STRSA	DegV family protein	Streptococcus sanguinis SK408	282
WP_002897647.1	A0A3R9H6W3	unreviewed	A0A3R9H6W3_STRSA	PTS system fructose-specific EIIABC component	Streptococcus sanguinis	661
WP_002897647.1	A3CMU0	unreviewed	A3CMU0_STRSV	PTS system, fructose specific II ABC components, putative (EC 2.7.1.69)	Streptococcus sanguinis (strain SK36)	661
WP_002897647.1	F0I1U5	unreviewed	F0I1U5_STRSA	PTS system, fructose specific II ABC component (EC 2.7.1.69)	Streptococcus sanguinis SK72	661
WP_002897647.1	F0FDK3	unreviewed	F0FDK3_STRSA	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2 (EC 2.7.1.69)	Streptococcus sanguinis SK353	661
